1.102136469019187643e+02 6.936251819323115342e+01 6.660143872581465985e+01 1.389756214584758709e+02 2.054738960017857607e+01 1.203996415745787090e+02 5.963849226262937009e+01 -3.760582653934397968e+01 -2.111809005953818996e+02 -1.459180308984559815e+02 -1.416430309269453574e+02 -2.041923775758605188e+02 2.605656210528850352e+02 1.977060228655736864e+02 1.332213527957701444e+02 5.599819075547020475e+01 7.880048730264934420e+01 2.462638539719773689e+02 1.129042490138763242e+02 -2.328572046178651362e+02 -1.465389852917724056e+01 2.978787802386559633e+02 4.116239284922630759e+01 3.557333242013173731e+02 1.892915728124007728e+02 2.917333242013173731e+02 -7.283760715077369241e+01 1.438787802386559633e+02 1.153461014708227594e+02 -1.048572046178651362e+02 8.190424901387632417e+01 1.342638539719773689e+02 -1.611995126973506558e+02 -2.400180924452979525e+01 2.092213527957701444e+02 -2.829397713442631357e+01 1.935656210528850352e+02 2.880762242413948115e+01 6.356969073054642649e+00 7.608196910154401849e+01 2.158190994046181004e+02 -1.066058265393439797e+02 -1.183615077373706299e+02 4.339964157457870897e+01 -1.794526103998214239e+02 -7.702437854152412910e+01 1.260143872581465985e+01 -2.863748180676884658e+01 1.412136469019187643e+02 3.912310955638531595e+01
1.762137075913524313e+02 1.236262117166370444e+01 6.601609573013774934e+00 5.997589859758591047e+01 -3.645217084186333523e+01 1.424003232267950807e+02 -8.136047417205008969e+01 2.839570575211655523e+01 7.182132053067834931e+01 8.408511709200865880e+01 -3.063866856211825507e+01 -2.841864668756606989e+02 3.957345145842373313e+01 -1.828383433232011157e+01 2.092341985622697393e+02 -1.179859021643933374e+02 -1.171802530075256072e+02 1.082866540578361310e+02 2.199306397831860522e+02 1.351726626840827521e+02 1.253791512307270750e+02 1.659145378911380249e+02 1.722002195151526394e+02 3.377244930510823906e+01 3.833114055880650994e+01 1.867724493051082391e+02 9.220021951515263936e+01 -1.280854621088619751e+02 -8.262084876927292498e+01 2.841726626840827521e+02 1.279306397831860522e+02 6.328665405783613096e+01 6.081974699247439275e+01 -4.798590216439333744e+01 2.022341985622697393e+02 -7.028383433232011157e+01 -2.334265485415762669e+02 1.668135331243393011e+02 6.636133143788174493e+01 1.010851170920086588e+02 -2.761786794693216507e+02 2.839570575211655523e+01 -4.136047417205008969e+01 -8.359967677320491930e+01 1.815478291581366648e+02 -1.850241014024140895e+02 -5.739839042698622507e+01 3.336262117166370444e+01 -1.247862924086475687e+02 -2.458768554725993454e+02
3.121382959670881974e+01 5.536282819156986079e+01 -3.553980469689449819e+02 7.976455736694333609e+00 2.015487128115819360e+02 -1.635983064321208076e+02 7.641603628020675387e+00 -1.656012138472160586e+02 -2.401742142886596412e+02 2.130914455694437493e+02 1.343701011999473849e+02 -6.017458445947886503e+01 1.155891931022779318e+02 1.757365559753870912e+02 -1.637399772987064352e+02 2.804607620365095499e+01 1.048584651886740176e+02 1.453324895933819789e+02 2.259836937520321953e+02 -3.776729439377049857e+01 2.144559192109772994e+01 1.599864223200638662e+02 3.627626332925865427e+01 2.028511033986378607e+02 2.034106845069345582e+02 2.048511033986378607e+02 1.172762633292586543e+02 1.939864223200638662e+02 2.644455919210977299e+02 -3.676729439377049857e+01 4.798369375203219533e+01 3.473324895933819789e+02 7.085846518867401755e+01 2.504607620365095499e+01 1.002600227012935648e+02 5.173655597538709117e+01 -1.404108068977220682e+02 1.782541554052113497e+01 2.853701011999473849e+02 2.609144556944374926e+01 1.825785711340358830e+00 3.639878615278394136e+01 9.864160362802067539e+01 -9.259830643212080759e+01 3.754871281158193597e+01 2.197645573669433361e+01 7.060195303105501807e+01 -3.026371718084301392e+02 -1.007861704032911803e+02 8.812321483043524495e+01
1.172140665652023017e+02 1.853632302820733457e+02 3.260262012253951980e+01 6.997753785651548242e+01 1.705504291134766390e+02 -1.659564484684051422e+01 -2.035436070367177308e+01 1.140476915159524651e+01 -3.416554166016794625e+01 -6.889626275910086406e+01 -1.976128654717085738e+02 5.984849451288573619e+01 2.106197677731124713e+02 9.577615965033510292e+01 2.393101803949557507e+02 6.910818712966101884e+01 9.093366674418030016e+01 -5.784849894007493276e-01 -1.319132606163366290e+02 1.253493257379959687e+02 1.875746383063924441e+02 1.761260419667032693e+02 8.942396166411708691e+01 1.400387162549122877e+01 1.315651810800591193e+02 6.100387162549122877e+01 -5.157603833588291309e+01 3.612604196670326928e+01 6.957463830639244406e+01 2.813493257379959687e+02 1.640867393836633710e+02 1.204215150105992507e+02 1.119336667441803002e+02 -9.989181287033898116e+01 3.213101803949557507e+02 8.477615965033510292e+01 1.686197677731124713e+02 2.684849451288573619e+01 1.843871345282914262e+02 -1.138962627591008641e+02 -2.416554166016794625e+01 -1.925952308484047535e+02 1.246456392963282269e+02 2.004043551531594858e+02 -6.744957088652336097e+01 -2.602246214348451758e+01 1.136026201225395198e+02 -2.963676971792665427e+01 -1.087859334347976983e+02 -3.876648621429922059e+00
-4.178548884724295931e+01 2.336398466266837204e+01 -7.839612831626254774e+01 -1.410204319284221128e+02 1.055364914686833799e+01 -6.159065132355681271e+01 1.696532108003484609e+02 -5.840058675348700490e-01 -1.371492705406217283e+02 9.212679821438723593e+01 1.254190915436374780e+02 2.798917940406736307e+02 -1.883228696724127076e+02 3.268504619371487934e+02 8.040428356455959147e+01 5.522471631148255256e+01 2.000747558616294555e+02 1.595885397145575553e+02 3.728006806052144384e+01 2.445681221625745820e+02 2.938167482001153985e+02 1.223879888451992883e+02 2.897010653433371772e+02 2.862904871636383177e+02 2.785503924860677216e+01 2.292904871636383177e+02 2.057010653433371772e+02 2.843879888451992883e+02 1.448167482001153985e+02 1.345681221625745820e+02 7.728006806052144384e+01 -1.694114602854424447e+02 1.640747558616294555e+02 2.312247163114825526e+02 5.840428356455959147e+01 6.285046193714879337e+01 -3.432286967241270759e+01 4.089179404067363066e+01 6.741909154363747803e+01 1.001267982143872359e+02 1.850729459378271713e+00 8.641599413246512995e+01 3.665321080034846091e+01 4.640934867644318729e+01 7.555364914686833799e+01 1.519795680715778872e+02 -6.939612831626254774e+01 4.836398466266837204e+01 7.121451115275704069e+01 4.912360756284579111e+01
-2.678468333177988825e+01 -1.363464853066216165e+01 -2.263938607046566176e+02 1.679832464688061009e+02 2.155948328834529093e+01 -4.581603926288153161e+00 1.886669290511508734e+02 -9.156366815095861966e+01 1.648802099031836406e+02 -3.418314193052465271e+02 5.476992107418482192e+00 3.269702452678357076e+02 -8.021893868236475100e+01 1.449850847813049768e+02 1.045747821707154799e+02 1.484358469584185514e+02 2.653303848480973102e+02 1.598911594811270334e+02 2.076303460593790078e+02 2.069645432988691027e+02 -1.057445907049350353e+02 3.008625911126800929e+02 4.720312910237225879e+01 2.280978475970368891e+01 2.833802119280080660e+02 -4.919021524029631109e+01 -3.279687089762774121e+01 2.518625911126800929e+02 -2.074459070493503532e+01 1.219645432988691027e+02 5.863034605937900778e+01 6.589115948112703336e+01 -1.296696151519026898e+02 8.435846958418551367e+00 7.857478217071547988e+01 4.798508478130497679e+01 3.887810613176352490e+02 -3.680297547321642924e+02 3.547699210741848219e+01 -2.083141930524652707e+01 -5.011979009681635944e+01 3.584363318490413803e+02 1.066692905115087342e+01 -7.958160392628815316e+01 4.855948328834529093e+01 1.809832464688061009e+02 1.236061392953433824e+02 -1.063464853066216165e+01 -1.617846833317798882e+02 -4.987592827572552778e+01
-2.307832743092585588e+02 -8.663225768720076303e+01 1.096101058434269362e+02 5.298968078914549551e+01 -9.043031152367802861e+01 -1.095657780519632070e+02 1.346909252687073604e+02 1.147190695833342033e+01 1.729317776397274429e+02 -7.575833261924526596e+01 3.025782728424837842e+02 -1.018925263973251276e+02 1.929628593240959162e+02 -7.177943045442225412e+01 9.387302148017988657e+01 1.778051605837226816e+02 -6.022246420960800606e+01 9.042050756347271090e+01 1.492430588014631212e+02 -8.434202953119347512e+01 2.450227233804762363e+02 3.516927741605886695e+02 2.480813482982757705e+02 -5.928185029850646970e+01 1.242988536740285781e+02 1.957181497014935303e+02 -7.991865170172422950e+01 4.196927741605886695e+02 8.802272338047623634e+01 1.576579704688065249e+02 1.762430588014631212e+02 1.974205075634727109e+02 2.237775357903919939e+02 1.238051605837226816e+02 1.238730214801798866e+02 -4.477943045442225412e+01 -1.710371406759040838e+02 -3.892526397325127618e+00 1.105782728424837842e+02 1.052416673807547340e+02 -3.570682223602725571e+02 4.347190695833342033e+01 -5.230907473129263963e+01 -1.565778051963206963e+00 -2.024303115236780286e+02 1.319896807891454955e+02 -4.138989415657306381e+01 9.636774231279923697e+01 5.321672569074144121e+01 2.312488364401724539e+01
6.221910442373700789e+01 -1.776282214293387369e+02 -1.653831977704867313e+02 -1.429994566945570114e+02 -3.441308297196519561e+01 4.146093942691368284e+01 3.197314360438194853e+02 -3.246803460751289094e+01 -7.498116493244742742e+01 2.413650534224598232e+02 2.567492565015381842e+02 -9.366085546008616802e+01 1.292697734507910354e+02 -1.381881536352011608e+00 -3.662348643543555227e+01 1.324286413962618099e+02 -1.384675772687314748e+02 2.033141609515005257e+02 2.827744966091813694e+01 -3.317137536160043965e+01 8.731811455119532184e+01 1.000943016586352314e+02 2.815639711432868353e+02 9.625166504776279908e+01 2.088497184756470233e+02 5.222516650477627991e+02 9.256397114328683529e+01 3.570943016586352314e+02 8.831811455119532184e+01 2.782862463839956035e+01 -2.347225503390818631e+02 2.873141609515005257e+02 3.553242273126852524e+01 -4.571358603738190141e+00 -8.623486435435552266e+00 -4.838188153635201161e+01 9.126977345079103543e+01 1.563391445399138320e+02 -4.025074349846181576e+01 2.036505342245982320e+01 7.901883506755257258e+01 -2.246803460751289094e+01 2.817314360438194853e+02 -1.325390605730863172e+02 -1.304130829719651956e+02 3.120005433054429886e+02 -8.938319777048673132e+01 -5.762822142933873693e+01 -5.378089557626299211e+01 -9.387374566087237326e+01
7.422297866622466245e+01 -2.246216475760593312e+02 -1.523722913662986684e+02 9.601823508600682544e+01 -1.253850228293595137e+02 -6.649554581456868618e+01 -4.320258405574350036e+01 1.006297825656984060e+02 3.816062550243441365e+01 5.756601227167448087e+01 2.160277375913210562e+02 1.917164670011970884e+02 7.776964449662409606e+01 2.362656063964641362e+02 5.319655113500812149e+01 2.664441046112551703e+02 -1.032380928892252996e+02 -1.302303457530470041e+02 -8.037837920388483326e+00 1.597352691137239162e+02 1.164279181833753682e+02 4.053769695297942235e+02 3.389787190080751316e+02 2.397493015306245070e+02 1.323756120168709458e+02 1.974930153062450700e+01 4.097871900807513157e+01 1.583769695297942235e+02 -5.457208181662463176e+01 2.637352691137239162e+02 5.696216207961151667e+01 1.576965424695299589e+01 -2.623809288922529959e+01 1.964441046112551703e+02 1.991965511350081215e+02 -8.073439360353586380e+01 -4.223035550337590394e+01 2.071646700119708839e+01 1.000277375913210562e+02 1.205660122716744809e+02 1.631606255024344136e+02 -1.533702174343015940e+02 1.357974159442564996e+02 -1.764955458145686862e+02 -1.173850228293595137e+02 1.900182350860068254e+02 -3.722913662986684358e-01 2.603783524239406688e+02 2.622297866622466245e+01 -2.118715132097131573e+02
-1.477709366603776289e+02 9.388676958426003694e+00 5.564483763572206954e+01 -1.629539791708775738e+02 1.626590468962040177e+02 -1.842720391435796046e+01 1.919010403679058072e+02 -3.822165911309948569e+02 -1.966166861940673698e+02 -6.711837274878234894e+01 -5.553489523724601895e+01 8.030906902576316497e+01 -1.544528537324003992e+01 2.912825155371629080e+02 -4.751554269896587357e+01 2.070389356081504957e+02 2.656928680453347624e+02 1.480555724260557326e+02 4.360807927928908612e+01 -4.627025933436561900e+01 3.237414603976922081e+02 1.629620028651152097e+02 -6.322881004113696690e+01 2.016719528123594500e+02 1.463426422892898700e+02 1.196719528123594500e+02 1.137711899588630331e+02 1.919620028651152097e+02 1.167414603976922081e+02 7.472974066563438100e+01 7.460807927928908612e+01 -1.589444275739442674e+02 -2.830713195466523757e+01 3.150389356081504957e+02 1.694844573010341264e+02 2.928251553716290800e+01 1.995547146267599601e+02 1.183090690257631650e+02 6.046510476275398105e+01 2.188162725121765106e+01 4.738331380593263020e+01 -2.382165911309948569e+02 -2.200989596320941928e+02 2.095727960856420395e+02 6.565904689620401768e+01 8.704602082912242622e+01 2.966448376357220695e+02 4.033886769584260037e+02 -1.377709366603776289e+02 -8.186800704399684037e+01
